sf_code,usage_month,monthly_usage,unit,product_type
GFJ19,1/08/2019,3,pack,FRZ
GFJ19,1/09/2019,16,pack,FRZ
GFJ19,1/09/2019,19.15,ctn,FRZ
GOM02a,1/05/2019,2,ctn,FRZ
GZG01e,1/07/2019,15,ctn,FRZ
HJL01a,1/05/2019,3,ctn,DRY
HJL01a,1/06/2019,1,ctn,DRY
HJL01a,1/07/2019,3,bag ,DRY
HJL01a,1/09/2019,3,bag ,DRY
HNC11,1/05/2019,25,ctn,FRZ
HNC11,1/06/2019,8,ctn,FRZ
HNC11,1/07/2019,17,ctn,FRZ
HNC11,1/08/2019,14,ctn,FRZ
HNC11,1/09/2019,9,ctn,FRZ
HUI01,1/05/2019,96,ctn,FRZ
HUI01,1/06/2019,48.9,ctn,FRZ
HUI01,1/07/2019,121,ctn,FRZ
HUI01,1/08/2019,96,ctn,FRZ
HUI01,1/09/2019,96,ctn,FRZ
IBF06,1/05/2019,0.2,ctn,FRZ
IBF06,1/06/2019,2,ctn,FRZ
IBF08,1/06/2019,0.0416,ctn,FRZ
IBF08,1/09/2019,5.9584,ctn,FRZ
IBF09,1/06/2019,3,ctn,FRZ
IBF09,1/07/2019,3,ctn,FRZ
IBF09,1/09/2019,3,ctn,FRZ
ICE01,1/05/2019,1,ctn,FRZ
ICE01,1/06/2019,1,ctn,FRZ
ICE01,1/07/2019,2,ctn,FRZ
ICE01,1/08/2019,2,ctn,FRZ
ICE01,1/09/2019,2,ctn,FRZ
ICE02,1/05/2019,1,ctn,FRZ
ICE02,1/06/2019,1,ctn,FRZ
ICE02,1/08/2019,1,ctn,FRZ
ICE03,1/06/2019,2,ctn,FRZ
ICE03,1/08/2019,2,ctn,FRZ
ICE03,1/09/2019,3,ctn,FRZ
ICE04,1/05/2019,2,ctn,FRZ
ICE04,1/08/2019,1,ctn,FRZ
ICE04,1/09/2019,1,ctn,FRZ
ICE05,1/05/2019,1,ctn,FRZ
ICE05,1/06/2019,1,ctn,FRZ
ICE05,1/07/2019,1,ctn,FRZ
ICE05,1/09/2019,1,ctn,FRZ
ICE06,1/05/2019,2,ctn,FRZ
ICE06,1/06/2019,1,ctn,FRZ
ICE06,1/07/2019,1,ctn,FRZ
ICE06,1/08/2019,2,ctn,FRZ
ICE06,1/09/2019,2,ctn,FRZ
ICE07,1/05/2019,5,ctn,FRZ
ICE07,1/06/2019,4,ctn,FRZ
ICE07,1/07/2019,3,ctn,FRZ
ICE07,1/08/2019,3,ctn,FRZ
ICE07,1/09/2019,4,ctn,FRZ
ICE08,1/05/2019,1,ctn,FRZ
ICE08,1/06/2019,1,ctn,FRZ
ICE08,1/08/2019,1,ctn,FRZ
ICE08,1/09/2019,1,ctn,FRZ
ICE09,1/05/2019,2,ctn,FRZ
ICE09,1/06/2019,1,ctn,FRZ
ICE09,1/07/2019,1,ctn,FRZ
ICE09,1/08/2019,2,ctn,FRZ
ICE10,1/05/2019,1,ctn,FRZ
ICE10,1/06/2019,1,ctn,FRZ
ICE10,1/08/2019,1,ctn,FRZ
ICE11,1/07/2019,1,ctn,FRZ
ICE12,1/05/2019,2,ctn,FRZ
ICE12,1/06/2019,2,ctn,FRZ
ICE12,1/07/2019,2,ctn,FRZ
ICE12,1/08/2019,2,ctn,FRZ
ICE12,1/09/2019,1,ctn,FRZ
ICE13,1/05/2019,1,ctn,FRZ
ICE13,1/06/2019,1,ctn,FRZ
ICE13,1/07/2019,2,ctn,FRZ
ICE13,1/08/2019,1,ctn,FRZ
ICE14,1/06/2019,1,ctn,FRZ
ICE14,1/08/2019,3,ctn,FRZ
ICE14,1/09/2019,1,ctn,FRZ
ICE15,1/05/2019,1,pc,FRZ
ICE15,1/06/2019,21,pc,FRZ
ICE15,1/09/2019,1,ctn,FRZ
ICE16,1/07/2019,1,ctn,FRZ
ICE16,1/09/2019,1,ctn,FRZ
ICE17,1/06/2019,2,ctn,FRZ
ICE17,1/08/2019,1,ctn,FRZ
ICE17,1/09/2019,2,ctn,FRZ
ICE19,1/05/2019,1,ctn,FRZ
ICE19,1/06/2019,1,ctn,FRZ
ICE20,1/05/2019,4,ctn,FRZ
ICE20,1/06/2019,7,ctn,FRZ
ICE20,1/07/2019,2,ctn,FRZ
ICE20,1/08/2019,4,ctn,FRZ
ICE20,1/09/2019,6,ctn,FRZ
ICE21,1/05/2019,1,ctn,FRZ
ICE21,1/06/2019,3,ctn,FRZ
ICE21,1/08/2019,3,ctn,FRZ
ICE22,1/07/2019,1,ctn,FRZ
ICE22,1/09/2019,1,ctn,FRZ
ICE23,1/05/2019,1,ctn,FRZ
ICE23,1/06/2019,1,ctn,FRZ
ICE23,1/07/2019,1,ctn,FRZ
ICE23,1/08/2019,2,ctn,FRZ
ICE23,1/09/2019,1,ctn,FRZ
ICE24,1/05/2019,3,ctn,FRZ
ICE24,1/06/2019,55,ctn,FRZ
ICE24,1/07/2019,2,ctn,FRZ
ICE24,1/08/2019,6,ctn,FRZ
ICE24,1/09/2019,2,ctn,FRZ
ICE25,1/05/2019,1,ctn,FRZ
ICE25,1/06/2019,2,ctn,FRZ
ICE25,1/08/2019,4,ctn,FRZ
ICE25,1/09/2019,2,ctn,FRZ
ICE26,1/05/2019,2,ctn,FRZ
ICE26,1/06/2019,1,ctn,FRZ
ICE26,1/07/2019,1,ctn,FRZ
ICE26,1/08/2019,1,ctn,FRZ
ICE26,1/09/2019,1,ctn,FRZ
ICE27,1/08/2019,1,ctn,FRZ
ICE28,1/08/2019,1,ctn,FRZ
ICE28,1/09/2019,1,ctn,FRZ
ICE29,1/05/2019,2,ctn,FRZ
ICE29,1/06/2019,1,ctn,FRZ
ICE29,1/07/2019,2,ctn,FRZ
ICE29,1/08/2019,1,ctn,FRZ
ICE29,1/09/2019,3,ctn,FRZ
ICE30,1/05/2019,1,ctn,FRZ
ICE30,1/07/2019,1,ctn,FRZ
ICE31,1/05/2019,1,ctn,FRZ
ICE32,1/05/2019,1,ctn,FRZ
ICE32,1/08/2019,1,ctn,FRZ
ICE33,1/05/2019,2,ctn,FRZ
ICE33,1/07/2019,1,ctn,FRZ
ICE33,1/08/2019,2,ctn,FRZ
ICE33,1/09/2019,1,ctn,FRZ
ICE34,1/08/2019,1,ctn,FRZ
ICE35,1/08/2019,2,ctn,FRZ
ICE36,1/07/2019,1,ctn,FRZ
ICE37,1/06/2019,1,ctn,FRZ
ICE37,1/07/2019,1,ctn,FRZ
ICE37,1/08/2019,6,ctn,FRZ
ICE37,1/09/2019,2,ctn,FRZ
ICE40,1/09/2019,1,ctn,FRZ
ICE45,1/07/2019,1,ctn,FRZ
ICE46,1/05/2019,3,ctn,FRZ
ICE46,1/06/2019,2,ctn,FRZ
ICE46,1/08/2019,2,ctn,FRZ
ICE48,1/05/2019,1,ctn,FRZ
ICE48,1/07/2019,2,ctn,FRZ
ICE49,1/07/2019,1,ctn,FRZ
ICE53,1/05/2019,1,ctn,FRZ
ICE53,1/07/2019,2,ctn,FRZ
ICE58,1/05/2019,2,ctn,FRZ
ICE58,1/07/2019,1,ctn,FRZ
ICE58,1/08/2019,1,ctn,FRZ
ICE58,1/09/2019,1,ctn,FRZ
ICE59,1/09/2019,1,ctn,FRZ
ICE60,1/09/2019,1,ctn,FRZ
ICE61,1/07/2019,1,ctn,FRZ
ICE61,1/09/2019,1,ctn,FRZ
ICE62,1/07/2019,1,ctn,FRZ
ICE64,1/08/2019,2,ctn,FRZ
ICE64,1/09/2019,1,ctn,FRZ
ICE67,1/05/2019,1,ctn,FRZ
ICE67,1/07/2019,1,ctn,FRZ
ICE67,1/09/2019,1,ctn,FRZ
ICE68,1/05/2019,1,ctn,FRZ
ICE68,1/08/2019,2,ctn,FRZ
ICE69,1/06/2019,1,ctn,FRZ
ICE69,1/07/2019,2,ctn,FRZ
ICE69,1/08/2019,1,ctn,FRZ
ICE70,1/06/2019,1,ctn,FRZ
ICE70,1/07/2019,2,ctn,FRZ
ICE70,1/08/2019,1,ctn,FRZ
ICE71,1/07/2019,2,ctn,FRZ
ICE71,1/09/2019,2,ctn,FRZ
ICE72,1/07/2019,1,ctn,FRZ
ICE72,1/09/2019,1,ctn,FRZ
ICE73,1/06/2019,5,ctn,FRZ
ICE73,1/08/2019,1,ctn,FRZ
ICE74,1/06/2019,5,ctn,FRZ
ICE74,1/08/2019,5,ctn,FRZ
ICE75,1/06/2019,1,ctn,FRZ
ICE76,1/07/2019,1,ctn,FRZ
ICE77,1/07/2019,1,ctn,FRZ
ICE77,1/08/2019,13,ctn,FRZ
ICE77,1/09/2019,2,ctn,FRZ
IMV02,1/05/2019,4,ctn,FRZ
IMV03,1/09/2019,2,ctn,DRY
ITM04,1/05/2019,60,pc,FRZ
ITM06,1/06/2019,1,pc,FRZ
ITM06,1/08/2019,66,pc,FRZ
ITM06,1/09/2019,120,pc,FRZ
ITM08,1/05/2019,24,pc,FRZ
ITM08,1/07/2019,45,pc,FRZ
ITM15,1/05/2019,4,ctn,FRZ
ITM16,1/05/2019,1,ctn,FRZ
ITM16,1/07/2019,1,ctn,FRZ
JET5,1/06/2019,2,ctn,DRY
JET6,1/05/2019,1,ctn,DRY
JET8,1/05/2019,2,ctn,DRY
JET8a,1/07/2019,1,ctn,DRY
JET8a,1/08/2019,1,ctn,DRY
JET8a,1/09/2019,2,ctn,DRY
JET9,1/06/2019,1,ctn,DRY
JET9,1/07/2019,1,ctn,DRY
JF02Fa,1/05/2019,121,ctn,FRZ
JF02Fa,1/06/2019,132,ctn,FRZ
JF02Fa,1/07/2019,176,ctn,FRZ
JF02Fa,1/08/2019,136.5,ctn,FRZ
JF02Fa,1/09/2019,146,ctn,FRZ
JF18,1/05/2019,38,ctn,FRZ
JF18,1/07/2019,20,ctn,FRZ
JF18,1/08/2019,32.3,ctn,FRZ
JF22,1/06/2019,1,ctn,DRY
JF22,1/08/2019,2,ctn,DRY
JFT06,1/05/2019,9,ctn,FRZ
JFT19,1/05/2019,5,ctn,FRZ
JFT19,1/07/2019,5,ctn,FRZ
JFT19,1/08/2019,2,ctn,FRZ
JNS01Aa,1/07/2019,1,ctn,DRY
JP09,1/07/2019,30,pack,FRZ
JP10,1/08/2019,29,ctn,DRY
JP10,1/09/2019,20,ctn,DRY
JT05,1/05/2019,2,ctn,DRY
JT05,1/06/2019,1,ctn,DRY
JT05,1/07/2019,1,ctn,DRY
JT08A,1/08/2019,0.1,ctn,DRY
JT08A,1/09/2019,0.1,ctn,DRY
JT1019,1/06/2019,18,ctn,DRY
JT1021,1/05/2019,2,ctn,DRY
JT1021,1/06/2019,2,ctn,DRY
JT1022,1/08/2019,14,bag,DRY
JT1022,1/09/2019,6,ctn,DRY
JT1023,1/05/2019,2,ctn,DRY
JT1023,1/08/2019,5,bag,DRY
JT1023,1/09/2019,2,ctn,DRY
JT1033,1/06/2019,4,ctn,DRY
JT1034,1/05/2019,3,ctn,DRY
JT1034,1/06/2019,4,ctn,DRY
JT1034,1/07/2019,4,ctn,DRY
JT1034,1/08/2019,3,ctn,DRY
JT1058,1/06/2019,1.33,ctn,DRY
JT1058A,1/07/2019,1,ctn,DRY
JT1058A,1/08/2019,1,ctn,DRY
JT1064,1/07/2019,0.1,ctn,DRY
JT1065,1/07/2019,0.1,ctn,DRY
JT1067,1/09/2019,1,ctn,DRY
JT1079,1/06/2019,10,ctn,DRY
JT1087,1/09/2019,6,ctn,DRY
JT126,1/06/2019,1,ctn,DRY
JT157,1/05/2019,16,ctn,DRY
JT157,1/06/2019,10,ctn,DRY
JT157,1/07/2019,17,ctn,DRY
JT157,1/08/2019,14,ctn,DRY
JT157,1/09/2019,21,ctn,DRY
JT249,1/06/2019,6,pack,DRY
JT249,1/08/2019,18,pack,DRY
JT251,1/05/2019,6,ctn,DRY
JT251,1/06/2019,8,ctn,DRY
JT251,1/07/2019,8,ctn,DRY
JT251,1/08/2019,1,bag,DRY
JT251,1/08/2019,6,ctn,DRY
JT251,1/09/2019,12,ctn,DRY
JT252,1/05/2019,8,pack,FRZ
JT252,1/07/2019,2,pack,FRZ
JT252,1/07/2019,0.2,ctn,DRY
JT252,1/08/2019,0.4,ctn,DRY
JT252,1/09/2019,1.6,ctn,DRY
JT253,1/05/2019,20,ctn,DRY
JT253,1/06/2019,12,ctn,DRY
JT253,1/06/2019,9,bag,DRY
JT253,1/07/2019,4.5,ctn,DRY
JT253,1/07/2019,18,bag,DRY
JT253,1/08/2019,37,ctn,DRY
JT253,1/08/2019,6,bag,DRY
JT253,1/08/2019,2,inner bag,DRY
JT253,1/09/2019,30,ctn,DRY
JT27,1/05/2019,20,ctn,DRY
JT27,1/06/2019,5,ctn,DRY
JT27,1/07/2019,14,ctn,DRY
JT27,1/08/2019,12,ctn,DRY
JT27,1/09/2019,10,ctn,DRY
JT342,1/07/2019,0.17,ctn,DRY
JT342,1/08/2019,2,ctn,DRY
JT360,1/05/2019,1,ctn,DRY
JT360,1/07/2019,1,ctn,DRY
JT360,1/08/2019,1,ctn,DRY
JT360,1/09/2019,1,ctn,DRY
JT393,1/05/2019,1,ctn,DRY
JT393,1/09/2019,1,ctn,DRY
JT394,1/06/2019,2,ctn,DRY
JT394,1/08/2019,1,ctn,DRY
JT394,1/09/2019,2,ctn,DRY
JT395A,1/08/2019,1,ctn,DRY
JT395B,1/05/2019,6,ctn,DRY
JT395B,1/06/2019,1,ctn,DRY
JT395B,1/07/2019,2,ctn,DRY
JT395B,1/08/2019,1,ctn,DRY
JT395B,1/09/2019,3,ctn,DRY
JT396A,1/05/2019,2,ctn,DRY
JT396A,1/06/2019,2,ctn,DRY
JT396A,1/07/2019,5,ctn,DRY
JT396A,1/09/2019,1,ctn,DRY
JT396B,1/05/2019,1,ctn,DRY
JT413,1/05/2019,6,ctn,DRY
JT413,1/06/2019,2,ctn,DRY
JT413,1/08/2019,38,ctn,DRY
JT413,1/08/2019,9,bag,DRY
JT413,1/09/2019,3,ctn,DRY
JT414,1/09/2019,1,ctn,DRY
JT423,1/05/2019,1,ctn,DRY
JT423,1/05/2019,4,pack,DRY
JT423,1/08/2019,3,can,DRY
JT424,1/05/2019,5,pc,DRY
JT424,1/08/2019,23,pc,DRY
JT436,1/05/2019,3,ctn,DRY
JT436,1/06/2019,1,ctn,DRY
JT436,1/07/2019,2,ctn,DRY
JT436,1/08/2019,7,ctn,DRY
JT436,1/09/2019,1,ctn,DRY
JT445,1/05/2019,5,ctn,DRY
JT445,1/06/2019,2,ctn,DRY
JT445,1/07/2019,7,ctn,DRY
JT445,1/08/2019,4,ctn,DRY
JT445,1/09/2019,7,ctn,DRY
JT449,1/06/2019,1,ctn,DRY
JT449,1/07/2019,1.75,ctn,DRY
JT449,1/08/2019,1,ctn,DRY
JT449,1/09/2019,1,ctn,DRY
JT450,1/05/2019,1,ctn,DRY
JT450,1/06/2019,2,ctn,DRY
JT450,1/07/2019,6.75,ctn,DRY
JT450,1/08/2019,2,ctn,DRY
JT450,1/08/2019,0.5,pack,DRY
JT450,1/09/2019,1,ctn,DRY
JT451,1/06/2019,2,ctn,DRY
JT451,1/07/2019,2,ctn,DRY
JT451,1/08/2019,1,ctn,DRY
JT456,1/05/2019,1100,pack,DRY
JT46,1/05/2019,173,ctn,DRY
JT46,1/06/2019,118,ctn,DRY
JT46,1/07/2019,138,ctn,DRY
JT46,1/08/2019,160,ctn,DRY
JT46A,1/05/2019,51,ctn,DRY
JT46A,1/06/2019,49,ctn,DRY
JT46A,1/07/2019,47,ctn,DRY
JT46A,1/08/2019,23,ctn,DRY
JT46A,1/09/2019,21,ctn,DRY
JT486,1/09/2019,2,ctn,DRY
JT48a,1/05/2019,28.08,ctn,DRY
JT48a,1/06/2019,22,ctn,DRY
JT48a,1/07/2019,20.92,ctn,DRY
JT48a,1/08/2019,24,ctn,DRY
JT48a,1/09/2019,19,ctn,DRY
JT504,1/09/2019,0.05,ctn,DRY
JT524,1/08/2019,1,bag,DRY
JT526,1/08/2019,6,ctn,DRY
JT526,1/08/2019,5,bag,DRY
JT526,1/09/2019,5,ctn,DRY
JT527,1/08/2019,8,bag,DRY
JT527,1/09/2019,1,ctn,DRY
JT528,1/05/2019,2,ctn,DRY
JT528,1/08/2019,5,bag,DRY
JT528,1/08/2019,6,ctn,DRY
JT528,1/09/2019,1,ctn,DRY
JT529,1/05/2019,1,ctn,DRY
JT529,1/06/2019,3,ctn,DRY
JT529,1/07/2019,5,ctn,DRY
JT529,1/08/2019,3,bag,DRY
JT529,1/08/2019,1,ctn,DRY
JT529,1/09/2019,4,ctn,DRY
JT536,1/05/2019,2,ctn,DRY
JT536,1/06/2019,1,ctn,DRY
JT536,1/07/2019,1,ctn,DRY
JT536,1/09/2019,1,ctn,DRY
JT539,1/05/2019,1,ctn,FRZ
JT539,1/06/2019,6,ctn,FRZ
JT539,1/07/2019,10,ctn,FRZ
JT539,1/08/2019,6,ctn,FRZ
JT539,1/09/2019,1,ctn,FRZ
JT544,1/07/2019,1,ctn,DRY
JT567,1/05/2019,2,ctn,DRY
JT568,1/05/2019,3,ctn,DRY
JT568,1/06/2019,6,ctn,DRY
JT568,1/07/2019,3,ctn,DRY
JT568,1/08/2019,5,ctn,DRY
JT568,1/09/2019,6,ctn,DRY
JT600,1/05/2019,1,ctn,DRY
JT600,1/06/2019,2,ctn,DRY
JT600,1/07/2019,1,ctn,DRY
JT600,1/09/2019,2,ctn,DRY
JT632,1/05/2019,0.2,ctn,DRY
JT633,1/05/2019,0.06,ctn,DRY
JT634,1/05/2019,0.06,ctn,DRY
JT635,1/05/2019,0.06,ctn,DRY
JT636,1/05/2019,0.15,ctn,DRY
JT637,1/05/2019,0.15,ctn,DRY
JT649,1/05/2019,2,ctn,DRY
JT649,1/06/2019,3,ctn,DRY
JT649,1/07/2019,2,ctn,DRY
JT650,1/05/2019,6.25,ctn,DRY
JT650,1/06/2019,5,ctn,DRY
JT650,1/07/2019,1,ctn,DRY
JT650,1/08/2019,2,inner bag,DRY
JT651,1/08/2019,1,ctn,DRY
JT652,1/06/2019,2,ctn,DRY
JT652,1/08/2019,1,ctn,DRY
JT652,1/09/2019,4,ctn,DRY
JT698,1/06/2019,10,ctn,DRY
JT699,1/06/2019,2,ctn,DRY
JT701,1/05/2019,2,ctn,DRY
JT701,1/06/2019,2,ctn,DRY
JT701,1/07/2019,4.01,ctn,DRY
JT701,1/08/2019,1.99,ctn,DRY
JT837,1/05/2019,22,ctn,DRY
JT837,1/06/2019,18,ctn,DRY
JT837,1/07/2019,18,ctn,DRY
JT837,1/08/2019,16,ctn,DRY
JT837,1/09/2019,14,ctn,DRY
JT838,1/05/2019,2,ctn,DRY
JT873,1/06/2019,1,ctn,DRY
JT875,1/06/2019,1,ctn,DRY
JT930,1/08/2019,1,ctn,DRY
JT932,1/06/2019,1,ctn,DRY
JT936,1/06/2019,1,ctn,DRY
JT951,1/06/2019,1,ctn,DRY
K02,1/05/2019,67,ctn,FRZ
K02,1/06/2019,42,ctn,FRZ
K02,1/07/2019,66,ctn,FRZ
K02,1/08/2019,81,ctn,FRZ
K02,1/09/2019,36,ctn,FRZ
K08A,1/05/2019,3,ctn,FRZ
K08A,1/06/2019,3,ctn,FRZ
K08A,1/07/2019,3,ctn,FRZ
K08A,1/08/2019,3,ctn,FRZ
K08A,1/09/2019,1,ctn,FRZ
K12,1/05/2019,4,ctn,FRZ
K12,1/06/2019,6,ctn,FRZ
K12,1/07/2019,4,ctn,FRZ
K12,1/08/2019,14,ctn,FRZ
K12,1/09/2019,2,ctn,FRZ
K13,1/05/2019,6,ctn,FRZ
K13,1/06/2019,5,ctn,FRZ
K13,1/07/2019,6,ctn,FRZ
K13,1/08/2019,5,ctn,FRZ
K13,1/09/2019,6,ctn,FRZ
K15,1/05/2019,11,ctn,FRZ
K15,1/06/2019,109,ctn,FRZ
K15,1/07/2019,36,ctn,FRZ
K15,1/08/2019,121,ctn,FRZ
K15,1/09/2019,8,ctn,FRZ
K16,1/05/2019,1,ctn,FRZ
K16,1/06/2019,3,ctn,FRZ
K16,1/07/2019,3,ctn,FRZ
K16,1/08/2019,1.5,ctn,FRZ
K16,1/09/2019,1.5,ctn,FRZ
K17,1/05/2019,1,ctn,FRZ
K17,1/06/2019,2.5,ctn,FRZ
K17,1/07/2019,2,ctn,FRZ
K17,1/08/2019,1.5,ctn,FRZ
K17,1/09/2019,1,ctn,FRZ
K18,1/05/2019,3,ctn,FRZ
K18,1/06/2019,2,ctn,FRZ
K18,1/07/2019,2,ctn,FRZ
K18,1/09/2019,2,ctn,FRZ
K19,1/05/2019,1,ctn,FRZ
K19,1/06/2019,3,ctn,FRZ
K19,1/07/2019,1.5,ctn,FRZ
K19,1/08/2019,1,ctn,FRZ
K19,1/09/2019,0.5,ctn,FRZ
K20,1/05/2019,2.5,ctn,FRZ
K20,1/06/2019,5,ctn,FRZ
K20,1/07/2019,3,ctn,FRZ
K20,1/08/2019,4.5,ctn,FRZ
K20,1/09/2019,1.5,ctn,FRZ
K22,1/05/2019,1,ctn,FRZ
K22,1/06/2019,2.5,ctn,FRZ
K22,1/07/2019,0.5,ctn,FRZ
K22,1/08/2019,1,ctn,FRZ
K22,1/09/2019,0.5,ctn,FRZ
K23,1/06/2019,2.5,ctn,FRZ
K23,1/07/2019,1.5,ctn,FRZ
K23,1/08/2019,2.5,ctn,FRZ
K23,1/09/2019,0.5,ctn,FRZ
K24,1/05/2019,2,ctn,FRZ
K24,1/06/2019,2,ctn,FRZ
K24,1/07/2019,2.5,ctn,FRZ
K24,1/08/2019,1.5,ctn,FRZ
K24,1/09/2019,1.5,ctn,FRZ
K31,1/07/2019,24,ctn,FRZ
K31,1/08/2019,15,ctn,FRZ
K32,1/05/2019,2,ctn,FRZ
K32,1/06/2019,2,ctn,FRZ
K32,1/07/2019,1,ctn,FRZ
K32,1/08/2019,2,ctn,FRZ
K32,1/09/2019,2,ctn,FRZ
K33,1/05/2019,2,ctn,FRZ
K33,1/06/2019,2.5,ctn,FRZ
K33,1/07/2019,1.5,ctn,FRZ
K33,1/08/2019,1.5,ctn,FRZ
K33,1/09/2019,2.5,ctn,FRZ
KB01e,1/05/2019,4,ctn,FRZ
KB01e,1/06/2019,3,ctn,FRZ
KB01e,1/07/2019,2,ctn,FRZ
KB01e,1/08/2019,4,ctn,FRZ
KB01e,1/09/2019,2,ctn,FRZ
KB15e,1/05/2019,6.5,ctn,FRZ
KB15e,1/06/2019,4,ctn,FRZ
KB15e,1/07/2019,4.7,ctn,FRZ
KB16e,1/09/2019,1,ctn,FRZ
KB24,1/09/2019,1,ctn,FRZ
KFP01a,1/05/2019,14,ctn,DRY
KFP01a,1/06/2019,7,ctn,DRY
KFP01b,1/06/2019,3,ctn,DRY
KFP01b,1/07/2019,19,ctn,DRY
KFP01b,1/08/2019,5,ctn,DRY
KFP01b,1/09/2019,8,ctn,DRY
KONO07,1/05/2019,13.985,ctn,FRZ
KONO07,1/06/2019,5,ctn,FRZ
KONO07,1/07/2019,6.55,ctn,FRZ
KSG01,1/05/2019,2,ctn,DRY
KSG01,1/06/2019,1,ctn,DRY
KSG01,1/07/2019,3,ctn,DRY
KSG01,1/08/2019,1,ctn,DRY
KSG01,1/09/2019,1,ctn,DRY
KSG02,1/05/2019,25,ctn,DRY
KSG02,1/06/2019,25,ctn,DRY
KSG02,1/07/2019,30,ctn,DRY
KSG02,1/08/2019,29,ctn,DRY
KSG02,1/09/2019,26,ctn,DRY
KSG03,1/06/2019,1,ctn,FRZ
KSG06,1/06/2019,6,pack,DRY
KSG06,1/07/2019,1,pack,DRY
KSG06,1/08/2019,10,pack,DRY
KU08,1/07/2019,1,ctn,FRZ
KU11,1/09/2019,0.5,ctn,FRZ
KU22A,1/05/2019,12,ctn,FRZ
KU22A,1/06/2019,14,ctn,FRZ
KU22A,1/07/2019,16,ctn,FRZ
KU22A,1/08/2019,13,ctn,FRZ
KU22A,1/09/2019,14,ctn,FRZ
KU24A,1/07/2019,2,ctn,FRZ
KU24B,1/05/2019,12,ctn,FRZ
KU24B,1/07/2019,1,pack,FRZ
KU24B,1/07/2019,9,ctn,FRZ
KU24B,1/08/2019,16,ctn,FRZ
KU24B,1/08/2019,1,pack,FRZ
KU24B,1/09/2019,8,ctn,FRZ
KU33A,1/05/2019,19,ctn,FRZ
KU33A,1/06/2019,26,ctn,FRZ
KU33A,1/07/2019,25,ctn,FRZ
KU33A,1/08/2019,18,ctn,FRZ
KU33A,1/09/2019,30,ctn,FRZ
KU45,1/05/2019,3,ctn,FRZ
KU45,1/06/2019,2,ctn,FRZ
KU45,1/07/2019,3,ctn,FRZ
KU45,1/08/2019,3,ctn,FRZ
KU45,1/09/2019,1,ctn,FRZ
KU57,1/09/2019,1,ctn,FRZ
KU58,1/05/2019,30.95,ctn,FRZ
KU58,1/06/2019,35,ctn,FRZ
KU58,1/07/2019,39,ctn,FRZ
KU58,1/08/2019,22,ctn,FRZ
KU58,1/09/2019,49,ctn,FRZ
KU71,1/05/2019,2,ctn,FRZ
KU71,1/06/2019,4.75,ctn,FRZ
KU71,1/07/2019,3,ctn,FRZ
KU71,1/08/2019,2,ctn,FRZ
KU71,1/09/2019,4,ctn,FRZ
KUB24B,1/05/2019,4,ctn,FRZ
KYJ02,1/06/2019,80,ctn,FRZ
KYJ07,1/05/2019,2,ctn,FRZ
KYJ07,1/06/2019,2,ctn,FRZ
KYJ07,1/07/2019,1,ctn,FRZ
KYJ07,1/09/2019,3,ctn,FRZ
KYJ08,1/05/2019,15,ctn,FRZ
KYJ08,1/06/2019,10,ctn,FRZ
KYJ08,1/07/2019,60,ctn,FRZ
KYJ08,1/08/2019,27,ctn,FRZ
KYJ08,1/09/2019,45,ctn,FRZ
KYJ09,1/05/2019,50,ctn,FRZ
KYJ09,1/06/2019,11,ctn,FRZ
KYJ09,1/07/2019,60,ctn,FRZ
KYJ09,1/08/2019,45,ctn,FRZ
KYJ09,1/09/2019,62,ctn,FRZ
KYJ102,1/08/2019,5,ctn,FRZ
KYJ102,1/09/2019,0.25,ctn,FRZ
KYJ14black,1/05/2019,15,ctn,FRZ
KYJ14Black,1/05/2019,12,ctn,FRZ
KYJ14Black,1/06/2019,15,ctn,FRZ
KYJ14Black,1/07/2019,20,ctn,FRZ
KYJ14Black,1/08/2019,8,ctn,FRZ
KYJ14Black,1/09/2019,33,ctn,FRZ
KYJ14small,1/05/2019,7,ctn,FRZ
KYJ14small,1/06/2019,21,ctn,FRZ
KYJ14small,1/07/2019,17,ctn,FRZ
KYJ14small,1/08/2019,4,ctn,FRZ
KYJ14small,1/09/2019,12,ctn,FRZ
KYJ24,1/08/2019,0.835,ctn,FRZ
KYJ29,1/06/2019,0.1,ctn,FRZ
KYJ29,1/08/2019,1,ctn,FRZ
KYJ30,1/05/2019,25,ctn,FRZ
KYJ30,1/06/2019,14,ctn,FRZ
KYJ30,1/07/2019,17,ctn,FRZ
KYJ30,1/08/2019,19,ctn,FRZ
KYJ30,1/09/2019,4,ctn,FRZ
KYJ32,1/05/2019,2,ctn,FRZ
KYJ32,1/06/2019,4,ctn,FRZ
KYJ32,1/08/2019,2,ctn,FRZ
KYJ32,1/09/2019,2,ctn,FRZ
KYJ33,1/05/2019,3,ctn,FRZ
KYJ34,1/05/2019,3,ctn,FRZ
KYJ36,1/06/2019,1,ctn,FRZ
KYJ37,1/05/2019,1,ctn,FRZ
KYJ37,1/06/2019,1,ctn,FRZ
KYJ37,1/07/2019,4,ctn,FRZ
KYJ37,1/08/2019,1,ctn,FRZ
KYJ40,1/05/2019,170,ctn,FRZ
KYJ40,1/06/2019,138,ctn,FRZ
KYJ42A,1/05/2019,15,ctn,FRZ
KYJ42A,1/06/2019,13,ctn,FRZ
KYJ42A,1/07/2019,14,ctn,FRZ
KYJ42A,1/08/2019,11,ctn,FRZ
