sf_code,product_type,product_name
SM03Ab,DRY,Citron Honey Tea 
SM04b,DRY,Butane Gas 220g
SM05a,DRY,Portable Gas Cooker red 
SM05A,DRY,Portable Gas Cooker red 
SM06,DRY,Hot Pepper Paste
smile meat,FRZ,Ox tongue
SMT01,FRZ,Beef Tongue / Shar
SO04Aa,FRZ,NZ Scampi NO 3
SO10c,FRZ,NZ Scampi NO 5
SO15,FRZ,Salmon Loin Fillet Half
SO18,FRZ,Smoked machine cut trout 10x1kg
SO18A,FRZ,Smoked machine cut trout 20x1kg
SO21a,FRZ,Hotate 3S 18/23
SO22b,FRZ,Hotate 4S 23/27
SO23,FRZ,Frozen Albacore Tuna Loins (Bin Toro 1.0-1.5lb)
SO31a,FRZ,Sxcallop Meat roe off Argentina 120/150
SO32,FRZ,Soft Shell Crab Frozen 70/90 8/1kg (Burma)
SO33,FRZ,Black Cod H&G 5LB (Check Invoice)
SO34,FRZ,WA Scampi No3
SO35,FRZ,WA Scampi No5
SPL,FRZ,Mix veg
SPL165,FRZ,Frozen Karaage Octopus Cut
SPL325,DRY,Hokaido Rice 5kg (Sample)
SPL368,DRY,WU-13足付　本体
SPL369,DRY,WU-13(49)足付　本体
SPL370,DRY,T-WU-嵌合蓋
SPL371,DRY,T-WU-M蓋
SPL372,DRY,T-WU-H蓋
SPL465,FRZ,Frozen Yakisoba Noodles
SPL467,DRY, Chinese Cabbage 3mm~5mm Cut (Blanched)
SPL468,DRY, Chinese Cabbage 5cm Cut  (Blanched)
SPL470,DRY,Vietnamese Short Grain Rice  PP bag（DS1）
SPL534,DRY,Soy Sauce - Sendo Seikatsu Tokusan Marudaizu - 200ml
SPL536,DRY,Soy Sauce - Sendo Seikatsu Genen - 200ml
SPL592,FRZ,"Frozen Boiled Cabbage Slice/Sheet (3-5cm slice) (100°C,boil for 3mins)"
SPL596,DRY,Magic Five 500ml (Mayu Bottle)
SPL597,DRY,PE F69 sample (PET small)
SPL620,FRZ,Frozen Soybean KUROMAME (SLB) 500g
SPL624,FRZ,Fozen Boiled Ginkgo Nuts
SPL644,FRZ,Sample Japanese pepper
SPL645,FRZ,Sample Japanese pepper oil 
SPL646,FRZ,Sample Japanese Grated pepper sauce
SPL647,FRZ,Sample Japanese pepper- FUJI SANSHYO
SPL648,FRZ,Sample Japanese pepper oil -FUJI SANSHYO
SPL649,FRZ,Sample Japanese Grated pepper sauce-FUJI SANSHYO
ST01A,FRZ,Sushi Egg 25pack/ctn
ST01b,FRZ,Sushi Egg
ST01B,FRZ,NEW Sushi Egg 480g / 25pcs
ST04,FRZ,Sushi Egg Cgrade (Air bubbles)
ST05,FRZ,Sushi Egg 480g / 25pcs Bgrade
ST06,FRZ,Sushi Egg 480g / 25pcs (half cut)
SUSHI02,DRY,Home Made Plum Wine ( Production  03/06/19)
SUSHI03,DRY,Kono Food Noodle Tray
T01a,DRY,Jumbo Takoyaki 30g (6g)
T02b,DRY,Small Takoyaki 20g (2g)
T03a,DRY,Yasai kakiage with Prawn
T04B,FRZ,Ebi Tempura(21/25) 22pc
T05,DRY,New Ebi Tempura(31/35)
T06,DRY,Asparagus 3pcs Tempura
T07A,DRY,Nasu Tempura
T08A,DRY,Okura Tempura
T09A,FRZ,Carrot/Pumpukin Tempura
T10,FRZ,Okonomi Yaki 200g
T11A,DRY,"Okonomi Yaki 80g (Ebi,Ika,Tako)(8g)"
T17,FRZ,Mini Ebi Tempura
T19,FRZ,Mongo Ika Tempura 25g　(no salty taste)
T22A,FRZ,Sliced Okura (200g)
T24,FRZ,Nigiri Kakiage
T27,FRZ,Frozen cooked buttered  vegetables kakiage
T28,FRZ,New Ebi Tempura(31/35) Mini
T30,FRZ,Corn + Onion Tempura
T33,FRZ,"TF Okonomi Yaki 80g (Ebi,Ika,Tako)(4g)"
TaiK04B,FRZ,Silver Fish 8-10cm 900g/pack
Taik08,FRZ,Prawn Cutlet
TaiK14Ab,FRZ,Fresh Water Fish Fillet( BASA) 170/220 900g pack
Taik15,FRZ,Soft Shell Crab 50/70 (Burma)
TASP01,DRY,Tasmanian Pumpkin (Japanese Kabocha)
TCH01,FRZ,Seasoned Tofu Skin (AJITSUKE YUBA)
TCH02,FRZ,Grilled Tofu Skin Stick (YAKI YUBA MAKI)
TCH03,FRZ,Tofu Skin in Soy Milk (YUBA IN SOYMILK)
TF　Stock,FRZ,TF Stock MIX
TF01B,FRZ,Tsukune (Corn) (TF STOCK)
TF04,FRZ,Tori Tsukune non-Sauce 6pc
TF07A,FRZ,Japanese Style Karaage Chicken (Cooked) 250g
TF07AJFT,FRZ,Japanese Style Karaage Chicken (Cooked) 250g
TF10,FRZ,Beef Slice 1kg (Samsung)
TF100,FRZ,Hand made Ebi Shumai
TF11,FRZ,Pork Slice 2kg
TF14,FRZ,Deep Fried Pork Katsu (Cooked) 1pc
TF14AGG,FRZ,Deep Fried Pork Katsu (Cooked) 2pc
TF14JFT,FRZ,Deep Fried Pork Katsu (Cooked) 1pc
TF15,FRZ,Pork Loin Chashu (TF STOCK)
TF20,FRZ,Frozen Salted Salmon 3pc
TF20JT,FRZ,Frozen Salted Salmon 3pc X 10 pack (KG)
TF23,FRZ,Miso Marinated Black Cod 2-3pc
TF23JFT,FRZ,Miso Marinated Black Cod 2-3pc
TF23JT,FRZ,Miso Marinated Black Cod 2-3pc
TF34AJFT,FRZ,Salmon Roe In Soy sauce 500g Round
TF34ANFS,FRZ,Salmon Roe In Soy sauce 500g Round- Nevada Fresh
TF34B,FRZ,Salmon Roe In Soy sauce 500g Black
TF34C,FRZ,Salmon Roe In Soy sauce 500g Rectangle for (TF Stock) - Nevada Fresh
TF34JUN,FRZ,Salmon Roe In Soy sauce 500g Black
TF34JUN/DAIWA,FRZ,Salmon Roe In Soy sauce 500g Black
TF34NFS,FRZ,Salmon Roe In Soy sauce 500g Round
TF47,DRY,Teriyaki Sauce 1.5L (Orange cup)
TF48,DRY,Vinegar Sushi 18LT
TF49,DRY,Bread Crumbs Japanese Panko 200g
TF50,DRY,Brown rice 2kg
TF60,DRY,Organic Miso Paste 500g
TF61,FRZ,Wagyu Beef Tataki 
TF61SF,FRZ,SF Wagyu Beef Tataki
TF66,FRZ,Slowly Braised Prok Belly Commercial size
TF66A,FRZ,Slowly Braised Prok Belly Commercial size
TF66Material,FRZ,Material for Slowly Braised Prok Belly
TF71JFT,FRZ,Japanese Style Karaage Chicken (Cooked) 1kg
TF74,FRZ,Sliced Chasyu cooked for commecial use (TF STOCK)
TF74Bgrade,FRZ,Sliced Chasyu cooked for commecial use (TF STOCK) Bgrade
TF74HS,FRZ,Sliced Chasyu cooked for commecial use (TF STOCK)
TF77,FRZ,Rolled Pork Belly Chasyu Style uncooked (TF STOCK)
TF80A,FRZ,Japanese Style Curry 2KG
TF83,FRZ,Soft Dried Squid 125g
TF83A,FRZ,Soft Dried Squid 145g
TF83B,FRZ,Soft Dried Squid 170g
TF83C,FRZ,Soft Dried Squid 195g
TF83E,FRZ,Soft Dried Squid 280g
TF83F,FRZ,Soft Dried Squid 100g
TF83G,FRZ,Soft Dried Squid under 100g 
TF84,FRZ,Teriyaki Beef 2kg
TF84SAMPLE,FRZ,Sample Teriyaki Beef
TF85,DRY,Sample Teriyaki Chicken
TF88,FRZ,Frozen Crumbed Croquet (Vegetable) Repacked
TF89,DRY,Marinucci Premium Black PS 7x5 Tray
TF90,FRZ,Mayu Premium Black Garlic Oil  8 btl
TF90JFT,FRZ,Mayu Premium Black Garlic Oil
TF91,FRZ,Wagyu Beef Japanese Style Curry
TF91JFT,FRZ,Wagyu Beef Japanese Style Curry
TF96,FRZ,Minced Beef 
TF97,FRZ,Beef Tongue Skin/off Whole
TF98,FRZ,Beef Tongue Slice (Red Tape)
TF99,FRZ,Beef Tongue skin off For Miso (15 pc)
TFB25,FRZ,Chicken Karaage Marinated (Uncooked) 2kg Skin On (TF STOCK)
TFB26,FRZ,Chicken Karaage Marinated (Uncooked) 2kg Skin Off (TF STOCK)
TFB2A,FRZ,Japanese Style Curry 2KG (TF STOCK)
TFF01,DRY,Carry Bag     (S) T/A bag
TFF02,DRY,Carry Bag     (M) T/A bag
TFF03,DRY,Carry Bag     (L) T/A bag
TFF04,DRY,Wrap (S) 330mm x 600m
TFJ01,FRZ,JTP Frozen Shredded Burdock 
TFJ01JT,FRZ,Sasagaki Gobo 454g
TFJ05,DRY,Karaage Powder 2kg
TFJ16,FRZ,Frozen Boiled Taro Potato 454g
TFJ17NFS,FRZ,Chicken Katsu Stick 18cm
TFJ18,FRZ,Renkon Slice 1cm
TFJ18A,FRZ,Renkon Slice 3mm
TFL002,FRZ,Okonomiyaki Japanese Pan Cake 5pc NEW
TFL016JFT,FRZ,Japanese Style Egg Omelette 250g
TFL025,FRZ,Frozen Crumbed Prawn 10pc
TFL025JFT,FRZ,Frozen Crumbed Prawn 10pc
TFL036,DRY,Black Truffle oil 85g
TFM008JFT,FRZ,Frozen Intestine(Boiled) 200g
TFM014,FRZ,Slowly Braised Pork Belly
TFM024,FRZ,Crumbed Cutlet Wagyu Pork (Cooked) 2pc
TFS01,FRZ,Pork Katsu (TF STOCK)
TFS01UY,FRZ,Pork Katsu (TF STOCK)
TFS02,FRZ,TF MISO PASTE
TFS02A,FRZ,TF MISO PASTE 20kg
TFS03,FRZ,Rice Yeast
TFS04,FRZ,Unagi Broken Small
TFS04A,FRZ,Unagi Broken TRAY
TFW004,FRZ,Teriyaki Mackerel Ginger 
TF在庫,DRY,TF MISO PASTE
TGP02,DRY,Clear Bubble Bags 4
TGP03,DRY,Latex Low Powder Gloves Large
TGP06,DRY,Blue Latex Powdered Glove Large
TGP07,DRY,Clear Bubble Bags 2
TMK1,FRZ,Royal Red Prawn 
TMK3a,FRZ,IQF Butterfly Whiting 10-13cm
TMK4,FRZ,Crumbed single whiting  fillet
TMK6,FRZ,IQF Butterfly Whiting 9-10cm
TPM01,DRY,JAR BODY 500ml -White (500WP)
TPM02,DRY,JAR - LID 95mm -White (9530Wh) 
TRS01,FRZ,Breaded PDTO Vannamei Shrimp (Ebi Fry) 21g
TRS05,FRZ,Tempura Vannamei Shrimp 31/35
TRS06,FRZ,Tempura Vannamei Shrimp 26/30 (Type2)
TSK01,FRZ,Frozen Vegetable Gyoza
TSK02,FRZ,Frozen Tuna Gyoza
TSK03,FRZ,Japanese Sticky Rice Cake (Sakura Mochi) 50g
TSK06,FRZ,Japanese Mochi (Kashiwa)
TSK08,FRZ,Japanese Sticky Rice Cake(Ohagi - Sticky Rice)  60g
TSK09,FRZ,Japanese Sticky Rice Cake (Ohagi - Sticky Rice with Soybean powder) 60g
TSK10,FRZ,MINI TAIYAKI (Red Beans Paste)
TSK11,FRZ,MINI TAIYAKI (Custard Flavour)
TSK12,FRZ,MINI TAIYAKI (Green Tea)
TSK14,FRZ,MINI TAIYAKI (Vanilla)
TSK15,FRZ,MINI TAIYAKI (Caramel Flavour)
TSK16,FRZ,MINI TAIYAKI (Cheese Flavour)
TSK18,FRZ,White Rice Cake with Red Bean Paste 30g (sST)
TSK27,FRZ,MINI TAIYAKI (Custard Flavour) (Individual Pack) ST
TSK28,DRY,MINI TAIYAKI (Chocolate) (Individual Pack) ST
TSK32,FRZ,(ST) Japanese Ice Confectionery-Green Tea Flavour 
TSK33,FRZ,Japanese Ice Confectionery - Milk Tea Flavour
TSK34,FRZ,Japanese Ice Confectionery -Chocolate Flavour
TSK35,FRZ,Japanese Ice Confectionery -Green Tea Flavour 
TSK38,FRZ,Frozen Fermented Soybean-Hikiwari Natto 
TSK44,FRZ,Frozen Japanese Sweets  Mame Daifuku     60g
TSK45,FRZ,Frozen Japanese Sweets   Yomogi Daifuku 60g
TSK46,FRZ,Frozen Japanese Sweets   Kibi Daifuku 60g
TSK47,FRZ,Frozen Japanese Sweets   Kashiwa Mochi  70g
TSK48,FRZ,Frozen Japanese Sweets Ohagi - Sticky Rice -70g
TSK49,FRZ,Frozen Japanese Sweets Mojio Daifuku 80g
TSK50,DRY,Frozen Japanese Sweets Green Rice Cake with Red Bean Paste(YOMOGI) 30g (ST)
TSK51,FRZ,Japanese Sweets Rice Dumplings (Soy sauce) 180g
TSK52,FRZ,Japanese Sweets Rice Dumplings (Red Bean) 180g
TSK53,FRZ,Frozen Japanese Sweets Sakura Mochi70g
TSK54,FRZ,Frozen Wave Ramen Noodle 200g
TSK55,FRZ,Frozen Boiled Buckwheat Noodle SARASHINA 200g
TSK56,FRZ,Fried Tofu with Mixed Vegetables 80g
TSK57,FRZ,Fried Dough with Red Bean Paste KARINTO MANJU 27g
TSK58,FRZ,Fried Sweet Potato Stick Cut with Sesame 1000g
TSK59,FRZ, Deep Fried Beancurd Thick & Creamy -Cube-1000g
TSK60,FRZ,Deep Fried Beancurd  Thick & Creamy Triangle- 1000g
TSK61,FRZ,Seasoned Mixed Vegetable  KOMATSUNA 300g
TSK62,FRZ,MINI TAIYAKI (Custard Cream) 30g
TSK63,FRZ,MINI TAIYAKI (Hoji Tea) 30g
TSK64,FRZ,IMAGAWA YAKI (Red beans) 70g
TSK65,FRZ,Breaded Vegetarian Stick 500g
TT15,FRZ,Cooked Mountain Veg
TT16,FRZ,Seasoned Cooked Scallop Lips
TT18,FRZ,Seasoned Cooked Bamboo Shoot
TT24,FRZ,Frozen Prepared Mackerel Pike
TT25,FRZ,Frozen Seabass Tataki Slice
TT32,FRZ,"Frozen Salted Horse Mackerel 200g (Butterfly cut, Head-off)"
U18A,FRZ,Okura Tempura (UFP) 1kg
U19A,FRZ,Egg Plant Tempura (UFP) 1kg
U34,FRZ,MACKEREL SLICE WITH RICE WINE PASTE
U35,FRZ,MACKEREL SLICE WITH SOY BEAN PASTE
U36,FRZ,Frozen White Shrimp Fritter and Chilli Sauce
UKF06A,DRY,Tempura Mix (TM-49 500g) APR4 REPACKED
UKF06Arepack,DRY,Tempura Mix (TM-49 500g) APR4 REPACKED
UKF06B,DRY,Tempura Mix  500g  REPACKED
UKF07,DRY,Tempura Mix (TM-49) 15kg APR10
Univ,FRZ,Frozen Squid Heads
Univ02,FRZ,None
Univ10,FRZ,Saury Fish
Univ27e,FRZ,Soft Shell Crab 70/100 (Burma)
Univ27f,FRZ,Soft Shell Crab 70/100 (Burma)
Univ27g,DRY,Soft Shell Crab 70/100 (Burma)
Univ49a,FRZ,Toothfish Bellies 
Univ53a,FRZ,Toothfish Off Cut
Univ53b,FRZ,Toothfish Off Cut
Univ60c,FRZ,Unisea Frozen Crumbed Prawn 26/30
Univ61,FRZ,Unisea Frozen Crumbed Prawn 21/25
Univ63b,FRZ,Soft Shell Crab 50/70 (Burma)
Univ63c,FRZ,Soft Shell Crab 50/70 (Burma)
Univ63d,FRZ,Soft Shell Crab 50/70 (Burma)
Univ63e,FRZ,Soft Shell Crab 50/70 (Burma)
Univ63f,DRY,Soft Shell Crab 50/70 (Burma)
Univ64,FRZ,Soft Shell Crab 70/100 (Bangladesh)
Univ65,FRZ,Soft Shell Crab 100/120 (Burma)
Univ65a,FRZ,Soft Shell Crab 100/120 (Burma)
Univ65b,FRZ,Soft Shell Crab 100/120 (Burma)
Univ66,FRZ,Toothfish HGT; ES
VF01,FRZ,Yari Ika Slice 8g
VF02,FRZ,Yari Ika Slice 10g
VF03,FRZ,Yari Ika Slice 12g
VF05,FRZ,Yari Ika Somen 
VF06,FRZ,Squid Dice Cut
VF07,FRZ,Squid Tentacles 8g
VF08,FRZ,Takoyaki 20g (10%Tako)
VFK03,DRY,Dry Bread Crumb DEXLFP JAN4
VFK04,FRZ,Frozen  Bread Crumb 8mm WE8LFK 
VFK04A,FRZ,Frozen Bread Crumb 8mm 2KG
VFK05,FRZ,Frozen  Bread Crumb 12mm WEX2LFK 
VFK06,DRY,Dry Bread Crumb DEXLFP     1kg  OCT 19
VIS01c,DRY,Tsukune Box VISY 25pc/bdl
VIS02Ab,DRY,Teriyaki Chichen VISY  25pc/bdl
VIS03c,DRY,Chichen Katsu VISY 480 x 255 x 100 B/grade : 560K-C
VNR1,DRY,Vietnam Rice Blue (ST)  SEP 4
VNR10,DRY,Vietnam Rice (PLENUS) White Bag Thread
VNR3,DRY,Sticky Rice
VNR5,DRY,Vietnam Rice Yellow (TF) JUL 13
VNR6,FRZ,Vietnam Rice (Broken 25%) WHITE BAG
VNR7,DRY,Vietnam Short Grain Glutinous Rice (Sticky Rice) Blue Thread SEP23
VNR9,DRY,Dried Seasoned White Anchovy Roasted
VSE01,DRY,White Eva Boots (size 5)
VSE02,DRY,White Eva Boots (size 6)
VSE03,DRY,White Eva Boots (size 7)
VSE04,DRY,White Eva Boots (size 8)
VSE05,DRY,White Eva Boots (size 9)
VSE06,DRY,White Eva Boots (size 10)
VT01,DRY,Master Carton - Plain -
VT02,DRY,Carton Pad
VT03,DRY,Carton Blocker Pad 6.5 x 52.5cm
VT04,DRY,Carton Blocker Pad 6.5 x 33.3cm
WDY01,FRZ,Frozen Seasoned Japanese Jack Mackerel AJI TATSUTAAGE
YAM03,DRY,Frozen Farmented Soybean-TUU NO NATTOU
YCF01,FRZ,Sample Frozen Sliced Whelk Meat 7g
YCF02,FRZ,Sample Frozen Sliced Whelk Meat 10g
YHF03,DRY,Seasoned Mixed Vegetable 1kg (Plain)
YHF04,FRZ,Frozen Ginger Paste 500g
YHF05,FRZ,Frozen Sugar Snap Peas 500g
YHF06,DRY,Seasoned Mixed Vegetable 250g
YHF07,FRZ,Deep Fried Burdock
YHF07A,DRY,Deep Fried Burdock 500g
YHF08,DRY,Frozen Sauteed Diced Onion
YHF09,DRY,Frozen Spinach IQF 
YHF10,FRZ,"Frozen Boiled Diced Cailflower (0.5*0.5cm) (100°C,boil for 3mins)"
YM01A,DRY,T/A Soy sauce APR15
YM03,DRY,Unagi Tare 小売用
YM05,DRY,Wster Sauce 小売用 JAN5
YM06,DRY,Tonkatsu Sauce 業務用 APR5
YM07,DRY,Wster Sauce 業務用
YM12,DRY,Okonomiyaki Sauce (Yamamori)
YM13,DRY,Sesame Sauce (Yamamori)
YM19,DRY,Tempura Mix Powder
YM20,DRY,Unagi Tare (NO MSG) AUG 8
YM21,DRY,RoastSesame Dressing 220ml AUG 5
YM22,DRY,RoastSesame Dressing 500ml AUG 5
YM23,DRY,RoastSesame Dressing 1L AUG 5
YM25,DRY,Retorted Seasoned Mountain Vegetable Mix(150g)
YM27,DRY,Unagi Tare (Vegetarian)  NOV 10
YM28,DRY,Teriyaki Sauce (Vegetarian) AUG 5
YM29,DRY,(ST)Teriyaki Sauce 12ml Sachet (Vegetarian)
YMT01,DRY,Special Soy Sauce for Chicken
YMT02,DRY,Special Soy Sauce for Beef
YMT03,DRY,Sweet Chili Sauce 2.4kg (2L) (ST)
YMT04,DRY,Sweet Chili Sauce 2.4kg (2L) (SF)
YMT05,DRY,Sushi Sashimi Soy Sauce  2.2kg
YS01,DRY,Yamasa Soy Sauce 18L  NOV 1
YS02,DRY,Konbu Tsuyu 1.8L JUNE19
YS03,DRY,Coke 375ml Can
YS05,DRY,Konbu Tsuyu 1L JUNE10
YS06,DRY,Konbu Tsuyu 500ml JUNE 10
YS07,DRY,Soy Sauce 1L
YS08,DRY,Soy Sauce 500ml AUG 20
YS09,DRY,Mini Soy Sauce 5ml AUG 19
YS10,DRY,Soy Sauce Table Bottle 150ml
YS14,DRY,Konbu Tsuyu 300ml JUNE 10
YS15,DRY,Soy Sauce 1.8l x 6 JUNE 10
YS16,DRY,Sushi Soy Sauce 200ml x 12 JUNE 10 
YS17,DRY,Sashimi Soy Sauce 200ml x 12 JUNE 10
YS18,DRY,Organic Soybeans Soy Sauce　500ml
YS19,DRY,Less salt Soy Sauce 1L JUNE 10
YS20,DRY,Less salt Soy Sauce 500ml JUNE 10
YS24,DRY,Kokumi Tsuyu 1.8L
YS26,DRY,Konbu Shoyu 500ml
YS29,DRY,Tennen Jyozo Sashimi Tamari 150ml JUNE 10
YS33A,DRY,Seasoning Sauce (Kombu Ponzu) 1L
YS37B,DRY,Calendar  NOV 20
YS38,DRY,Soy Sauce Sushi Train 10L
YS39,DRY,Dispenser Glass Bottle (ST)
YS40,DRY,Dispenser Green Cap
YS41,DRY,Dispenser Black Cap
YS42,DRY,Tamari Soy Sauce 500ml (Gluten Free) AUG 20
YS43,DRY,Seasoning Sauce (Marunama Oroshi Ponzu) 360ml AUG 20
YS44,DRY,Seasoning Sauce (Marunama Ponzu) 360ml
YS46,DRY,Dispenser Glass Bottle(NB)
YS47,DRY,Dispenser Red Cap
YS48,DRY,Sanjirushi Gluten Free Soy Sauce 18L
YS49,DRY,Soy Sauce - Sendo Seikatsu Tokusen Marudaizu - 600ml  NOV 20
YS50,DRY,Soy Sauce - Sendo Seikatsu Genen - 600ml AUG 20
YS51,DRY,Organic Soy Sauce 500ml AUG 20
YS52,DRY,Soy Sauce - Sendo Seikatsu Genen - 200ml  NOV 20
YS53,DRY,Soy Sauce - Sendo Seikatsu Tokusen Marudaizu - 200ml AUG 20
YS54,DRY,Seasoning Sauce (Vegetalbe Udon Tsuyu) 1.8L  NOV 18
YZ22,FRZ,FROZEN ROASTED MACKEREL YZ
YZL02a,DRY,Fish Shape Soy Sauce 3ml x 500 Red cap
YZL02b,DRY,Fish Shape Soy Sauce 3ml x 500 Red cap
YZL02c,DRY,Fish Shape Soy Sauce 3ml x 500 Red cap
YZL05,DRY,Mini Wasabi 3g 
YZL07Ab,DRY,SILVER ROASTED SEAWEED 100SHEETS
YZL07b,DRY,SILVER ROASTED SEAWEED 100SHEETS
ZN01,FRZ,Tenderloin GFYG
ZN02,FRZ,Beeg Flank Steak GFYG
ZN03,FRZ,Beef Inside Skirt GFYG
ZN04,FRZ,Intercostal Pieces 
ZN05,FRZ,Beef Skirt Thick
ZN06,FRZ,Beef Skirt Thin
ZN07,FRZ,Beef Tongue Swiss Cut 900g & Over
